data,variavel,valor,peso,subgrupo
12-1995,Motocicleta,-0.142,0.6858,Transporte
12-1996,Motocicleta,-0.227,0.6858,Transporte
12-1997,Motocicleta,-0.266,0.6858,Transporte
12-1998,Motocicleta,-0.278,0.6858,Transporte
12-1999,Motocicleta,-0.268,0.6858,Transporte
12-2000,Motocicleta,-0.247,0.6858,Transporte
12-2001,Motocicleta,-0.266,0.6858,Transporte
12-2002,Motocicleta,-0.301,0.6858,Transporte
12-2003,Motocicleta,-0.34,0.6858,Transporte
12-2004,Motocicleta,-0.347,0.6858,Transporte
12-2005,Motocicleta,-0.357,0.6858,Transporte
12-2006,Motocicleta,-0.369,0.6858,Transporte
12-2007,Motocicleta,-0.4,0.6858,Transporte
12-2008,Motocicleta,-0.448,0.6858,Transporte
12-2009,Motocicleta,-0.482,0.6858,Transporte
12-2010,Motocicleta,-0.517,0.6858,Transporte
12-2011,Motocicleta,-0.556,0.6858,Transporte
12-2012,Motocicleta,-0.592,0.6858,Transporte
12-2013,Motocicleta,-0.611,0.6858,Transporte
05-2014,Motocicleta,-0.621,0.6858,Transporte
12-1994,Hipotensor e hipocolesterolêmico,0,0.6849,Produtos farmacêuticos. óculos e lentes
12-1995,Hipotensor e hipocolesterolêmico,-0.031,0.6849,Produtos farmacêuticos. óculos e lentes
12-1996,Hipotensor e hipocolesterolêmico,-0.018,0.6849,Produtos farmacêuticos. óculos e lentes
12-1997,Hipotensor e hipocolesterolêmico,0.012,0.6849,Produtos farmacêuticos. óculos e lentes
12-1998,Hipotensor e hipocolesterolêmico,0.111,0.6849,Produtos farmacêuticos. óculos e lentes
12-1999,Hipotensor e hipocolesterolêmico,0.241,0.6849,Produtos farmacêuticos. óculos e lentes
12-2000,Hipotensor e hipocolesterolêmico,0.157,0.6849,Produtos farmacêuticos. óculos e lentes
12-2001,Hipotensor e hipocolesterolêmico,0.088,0.6849,Produtos farmacêuticos. óculos e lentes
12-2002,Hipotensor e hipocolesterolêmico,0.053,0.6849,Produtos farmacêuticos. óculos e lentes
12-2003,Hipotensor e hipocolesterolêmico,0.072,0.6849,Produtos farmacêuticos. óculos e lentes
12-2004,Hipotensor e hipocolesterolêmico,0.063,0.6849,Produtos farmacêuticos. óculos e lentes
12-2005,Hipotensor e hipocolesterolêmico,0.046,0.6849,Produtos farmacêuticos. óculos e lentes
12-2006,Hipotensor e hipocolesterolêmico,0.049,0.6849,Produtos farmacêuticos. óculos e lentes
12-2007,Hipotensor e hipocolesterolêmico,-0.002,0.6849,Produtos farmacêuticos. óculos e lentes
12-2008,Hipotensor e hipocolesterolêmico,-0.029,0.6849,Produtos farmacêuticos. óculos e lentes
12-2009,Hipotensor e hipocolesterolêmico,-0.012,0.6849,Produtos farmacêuticos. óculos e lentes
12-2010,Hipotensor e hipocolesterolêmico,-0.062,0.6849,Produtos farmacêuticos. óculos e lentes
12-2011,Hipotensor e hipocolesterolêmico,-0.09,0.6849,Produtos farmacêuticos. óculos e lentes
12-2012,Hipotensor e hipocolesterolêmico,-0.105,0.6849,Produtos farmacêuticos. óculos e lentes
12-2013,Hipotensor e hipocolesterolêmico,-0.115,0.6849,Produtos farmacêuticos. óculos e lentes
05-2014,Hipotensor e hipocolesterolêmico,-0.107,0.6849,Produtos farmacêuticos. óculos e lentes
12-1994,Cerveja,0,0.6842,Alimentação fora do domicílio
12-1995,Cerveja,0.03,0.6842,Alimentação fora do domicílio
12-1996,Cerveja,0.019,0.6842,Alimentação fora do domicílio
12-1997,Cerveja,0.002,0.6842,Alimentação fora do domicílio
12-1998,Cerveja,-0.032,0.6842,Alimentação fora do domicílio
12-1999,Cerveja,-0.104,0.6842,Alimentação fora do domicílio
12-2000,Cerveja,-0.141,0.6842,Alimentação fora do domicílio
12-2001,Cerveja,-0.106,0.6842,Alimentação fora do domicílio
12-2002,Cerveja,-0.091,0.6842,Alimentação fora do domicílio
12-2003,Cerveja,-0.072,0.6842,Alimentação fora do domicílio
12-2004,Cerveja,-0.106,0.6842,Alimentação fora do domicílio
12-2005,Cerveja,-0.104,0.6842,Alimentação fora do domicílio
12-2006,Cerveja,-0.07,0.6842,Alimentação fora do domicílio
12-2007,Cerveja,-0.059,0.6842,Alimentação fora do domicílio
12-2008,Cerveja,-0.048,0.6842,Alimentação fora do domicílio
12-2009,Cerveja,-0.02,0.6842,Alimentação fora do domicílio
12-2010,Cerveja,-0.003,0.6842,Alimentação fora do domicílio
12-2011,Cerveja,0.074,0.6842,Alimentação fora do domicílio
12-2012,Cerveja,0.145,0.6842,Alimentação fora do domicílio
12-2013,Cerveja,0.195,0.6842,Alimentação fora do domicílio
05-2014,Cerveja,0.203,0.6842,Alimentação fora do domicílio
12-1994,Tênis,0,0.6773,Calçados e acessórios
12-1995,Tênis,-0.075,0.6773,Calçados e acessórios
12-1996,Tênis,-0.188,0.6773,Calçados e acessórios
12-1997,Tênis,-0.237,0.6773,Calçados e acessórios
12-1998,Tênis,-0.279,0.6773,Calçados e acessórios
12-1999,Tênis,-0.341,0.6773,Calçados e acessórios
12-2000,Tênis,-0.336,0.6773,Calçados e acessórios
12-2001,Tênis,-0.351,0.6773,Calçados e acessórios
12-2002,Tênis,-0.38,0.6773,Calçados e acessórios
12-2003,Tênis,-0.365,0.6773,Calçados e acessórios
12-2004,Tênis,-0.338,0.6773,Calçados e acessórios
12-2005,Tênis,-0.307,0.6773,Calçados e acessórios
12-2006,Tênis,-0.303,0.6773,Calçados e acessórios
12-2007,Tênis,-0.275,0.6773,Calçados e acessórios
12-2008,Tênis,-0.275,0.6773,Calçados e acessórios
12-2009,Tênis,-0.241,0.6773,Calçados e acessórios
12-2010,Tênis,-0.222,0.6773,Calçados e acessórios
12-2011,Tênis,-0.236,0.6773,Calçados e acessórios
12-2012,Tênis,-0.241,0.6773,Calçados e acessórios
12-2013,Tênis,-0.253,0.6773,Calçados e acessórios
05-2014,Tênis,-0.264,0.6773,Calçados e acessórios
12-1994,Camisa / camiseta masculina,0,0.6335,Roupas
12-1995,Camisa / camiseta masculina,-0.182,0.6335,Roupas
12-1996,Camisa / camiseta masculina,-0.27,0.6335,Roupas
12-1997,Camisa / camiseta masculina,-0.313,0.6335,Roupas
12-1998,Camisa / camiseta masculina,-0.314,0.6335,Roupas
12-1999,Camisa / camiseta masculina,-0.319,0.6335,Roupas
12-2000,Camisa / camiseta masculina,-0.322,0.6335,Roupas
12-2001,Camisa / camiseta masculina,-0.34,0.6335,Roupas
12-2002,Camisa / camiseta masculina,-0.346,0.6335,Roupas
12-2003,Camisa / camiseta masculina,-0.341,0.6335,Roupas
12-2004,Camisa / camiseta masculina,-0.329,0.6335,Roupas
12-2005,Camisa / camiseta masculina,-0.323,0.6335,Roupas
12-2006,Camisa / camiseta masculina,-0.306,0.6335,Roupas
12-2007,Camisa / camiseta masculina,-0.317,0.6335,Roupas
12-2008,Camisa / camiseta masculina,-0.32,0.6335,Roupas
12-2009,Camisa / camiseta masculina,-0.308,0.6335,Roupas
12-2010,Camisa / camiseta masculina,-0.299,0.6335,Roupas
12-2011,Camisa / camiseta masculina,-0.284,0.6335,Roupas
12-2012,Camisa / camiseta masculina,-0.302,0.6335,Roupas
12-2013,Camisa / camiseta masculina,-0.315,0.6335,Roupas
05-2014,Camisa / camiseta masculina,-0.332,0.6335,Roupas
12-1994,Móvel para sala,0,0.6133,Móveis e utensílios
12-1995,Móvel para sala,-0.025,0.6133,Móveis e utensílios
12-1996,Móvel para sala,-0.11,0.6133,Móveis e utensílios
12-1997,Móvel para sala,-0.165,0.6133,Móveis e utensílios
12-1998,Móvel para sala,-0.209,0.6133,Móveis e utensílios
12-1999,Móvel para sala,-0.224,0.6133,Móveis e utensílios
12-2000,Móvel para sala,-0.208,0.6133,Móveis e utensílios
12-2001,Móvel para sala,-0.133,0.6133,Móveis e utensílios
12-2002,Móvel para sala,-0.115,0.6133,Móveis e utensílios
12-2003,Móvel para sala,-0.095,0.6133,Móveis e utensílios
12-2004,Móvel para sala,-0.124,0.6133,Móveis e utensílios
12-2005,Móvel para sala,-0.159,0.6133,Móveis e utensílios
12-2006,Móvel para sala,-0.2,0.6133,Móveis e utensílios
12-2007,Móvel para sala,-0.235,0.6133,Móveis e utensílios
12-2008,Móvel para sala,-0.232,0.6133,Móveis e utensílios
12-2009,Móvel para sala,-0.199,0.6133,Móveis e utensílios
12-2010,Móvel para sala,-0.186,0.6133,Móveis e utensílios
12-2011,Móvel para sala,-0.236,0.6133,Móveis e utensílios
12-2012,Móvel para sala,-0.234,0.6133,Móveis e utensílios
12-2013,Móvel para sala,-0.202,0.6133,Móveis e utensílios
05-2014,Móvel para sala,-0.214,0.6133,Móveis e utensílios
12-1994,Arroz,0,0.5842,Alimentação no domicílio
12-1995,Arroz,-0.123,0.5842,Alimentação no domicílio
12-1996,Arroz,-0.149,0.5842,Alimentação no domicílio
12-1997,Arroz,-0.072,0.5842,Alimentação no domicílio
12-1998,Arroz,0.116,0.5842,Alimentação no domicílio
12-1999,Arroz,-0.116,0.5842,Alimentação no domicílio
12-2000,Arroz,-0.251,0.5842,Alimentação no domicílio
12-2001,Arroz,-0.002,0.5842,Alimentação no domicílio
12-2002,Arroz,0.213,0.5842,Alimentação no domicílio
12-2003,Arroz,0.389,0.5842,Alimentação no domicílio
12-2004,Arroz,0.07,0.5842,Alimentação no domicílio
12-2005,Arroz,-0.205,0.5842,Alimentação no domicílio
12-2006,Arroz,-0.124,0.5842,Alimentação no domicílio
12-2007,Arroz,-0.178,0.5842,Alimentação no domicílio
12-2008,Arroz,0.04,0.5842,Alimentação no domicílio
12-2009,Arroz,-0.134,0.5842,Alimentação no domicílio
12-2010,Arroz,-0.173,0.5842,Alimentação no domicílio
12-2011,Arroz,-0.263,0.5842,Alimentação no domicílio
12-2012,Arroz,-0.049,0.5842,Alimentação no domicílio
12-2013,Arroz,-0.146,0.5842,Alimentação no domicílio
05-2014,Arroz,-0.138,0.5842,Alimentação no domicílio
12-1994,Passagem aérea,0,0.5408,Transporte
12-1995,Passagem aérea,-0.189,0.5408,Transporte
12-1996,Passagem aérea,-0.12,0.5408,Transporte
12-1997,Passagem aérea,-0.127,0.5408,Transporte
12-1998,Passagem aérea,-0.108,0.5408,Transporte
12-1999,Passagem aérea,-0.046,0.5408,Transporte
12-2000,Passagem aérea,0.062,0.5408,Transporte
12-2001,Passagem aérea,0.253,0.5408,Transporte
12-2002,Passagem aérea,0.722,0.5408,Transporte
12-2003,Passagem aérea,0.689,0.5408,Transporte
12-2004,Passagem aérea,0.664,0.5408,Transporte
12-2005,Passagem aérea,1.018,0.5408,Transporte
12-2006,Passagem aérea,0.768,0.5408,Transporte
12-2007,Passagem aérea,0.745,0.5408,Transporte
12-2008,Passagem aérea,0.849,0.5408,Transporte
12-2009,Passagem aérea,1.337,0.5408,Transporte
12-2010,Passagem aérea,1.277,0.5408,Transporte
12-2011,Passagem aérea,2.269,0.5408,Transporte
12-2012,Passagem aérea,2.891,0.5408,Transporte
12-2013,Passagem aérea,2.947,0.5408,Transporte
05-2014,Passagem aérea,1.5,0.5408,Transporte
12-1994,Móvel para quarto,0,0.5272,Móveis e utensílios
12-1995,Móvel para quarto,-0.005,0.5272,Móveis e utensílios
12-1996,Móvel para quarto,-0.064,0.5272,Móveis e utensílios
12-1997,Móvel para quarto,-0.104,0.5272,Móveis e utensílios
12-1998,Móvel para quarto,-0.137,0.5272,Móveis e utensílios
12-1999,Móvel para quarto,-0.188,0.5272,Móveis e utensílios
12-2000,Móvel para quarto,-0.163,0.5272,Móveis e utensílios
12-2001,Móvel para quarto,-0.161,0.5272,Móveis e utensílios
12-2002,Móvel para quarto,-0.16,0.5272,Móveis e utensílios
12-2003,Móvel para quarto,-0.135,0.5272,Móveis e utensílios
12-2004,Móvel para quarto,-0.152,0.5272,Móveis e utensílios
12-2005,Móvel para quarto,-0.19,0.5272,Móveis e utensílios
12-2006,Móvel para quarto,-0.24,0.5272,Móveis e utensílios
12-2007,Móvel para quarto,-0.292,0.5272,Móveis e utensílios
12-2008,Móvel para quarto,-0.31,0.5272,Móveis e utensílios
12-2009,Móvel para quarto,-0.273,0.5272,Móveis e utensílios
12-2010,Móvel para quarto,-0.25,0.5272,Móveis e utensílios
12-2011,Móvel para quarto,-0.286,0.5272,Móveis e utensílios
12-2012,Móvel para quarto,-0.293,0.5272,Móveis e utensílios
12-2013,Móvel para quarto,-0.265,0.5272,Móveis e utensílios
05-2014,Móvel para quarto,-0.272,0.5272,Móveis e utensílios
12-1994,Calça comprida feminina,0,0.5204,Roupas
12-1995,Calça comprida feminina,-0.162,0.5204,Roupas
12-1996,Calça comprida feminina,-0.213,0.5204,Roupas
12-1997,Calça comprida feminina,-0.203,0.5204,Roupas
12-1998,Calça comprida feminina,-0.222,0.5204,Roupas
12-1999,Calça comprida feminina,-0.259,0.5204,Roupas
12-2000,Calça comprida feminina,-0.276,0.5204,Roupas
12-2001,Calça comprida feminina,-0.287,0.5204,Roupas
12-2002,Calça comprida feminina,-0.334,0.5204,Roupas
12-2003,Calça comprida feminina,-0.318,0.5204,Roupas
12-2004,Calça comprida feminina,-0.292,0.5204,Roupas
12-2005,Calça comprida feminina,-0.302,0.5204,Roupas
12-2006,Calça comprida feminina,-0.285,0.5204,Roupas
12-2007,Calça comprida feminina,-0.306,0.5204,Roupas
12-2008,Calça comprida feminina,-0.299,0.5204,Roupas
12-2009,Calça comprida feminina,-0.297,0.5204,Roupas
12-2010,Calça comprida feminina,-0.297,0.5204,Roupas
12-2011,Calça comprida feminina,-0.286,0.5204,Roupas
12-2012,Calça comprida feminina,-0.273,0.5204,Roupas
12-2013,Calça comprida feminina,-0.263,0.5204,Roupas
05-2014,Calça comprida feminina,-0.276,0.5204,Roupas
12-1994,Refrigerador,0,0.4993,Aparelhos elétricos e não-elétricos
12-1995,Refrigerador,-0.069,0.4993,Aparelhos elétricos e não-elétricos
12-1996,Refrigerador,-0.099,0.4993,Aparelhos elétricos e não-elétricos
12-1997,Refrigerador,-0.166,0.4993,Aparelhos elétricos e não-elétricos
12-1998,Refrigerador,-0.137,0.4993,Aparelhos elétricos e não-elétricos
12-1999,Refrigerador,-0.151,0.4993,Aparelhos elétricos e não-elétricos
12-2000,Refrigerador,-0.14,0.4993,Aparelhos elétricos e não-elétricos
12-2001,Refrigerador,-0.202,0.4993,Aparelhos elétricos e não-elétricos
12-2002,Refrigerador,-0.168,0.4993,Aparelhos elétricos e não-elétricos
12-2003,Refrigerador,-0.142,0.4993,Aparelhos elétricos e não-elétricos
12-2004,Refrigerador,-0.132,0.4993,Aparelhos elétricos e não-elétricos
12-2005,Refrigerador,-0.075,0.4993,Aparelhos elétricos e não-elétricos
12-2006,Refrigerador,-0.107,0.4993,Aparelhos elétricos e não-elétricos
12-2007,Refrigerador,-0.159,0.4993,Aparelhos elétricos e não-elétricos
12-2008,Refrigerador,-0.206,0.4993,Aparelhos elétricos e não-elétricos
12-2009,Refrigerador,-0.286,0.4993,Aparelhos elétricos e não-elétricos
12-2010,Refrigerador,-0.268,0.4993,Aparelhos elétricos e não-elétricos
12-2011,Refrigerador,-0.315,0.4993,Aparelhos elétricos e não-elétricos
12-2012,Refrigerador,-0.367,0.4993,Aparelhos elétricos e não-elétricos
12-2013,Refrigerador,-0.336,0.4993,Aparelhos elétricos e não-elétricos
05-2014,Refrigerador,-0.306,0.4993,Aparelhos elétricos e não-elétricos
12-1994,Frango inteiro,0,0.4889,Alimentação no domicílio
12-1995,Frango inteiro,-0.26,0.4889,Alimentação no domicílio
12-1996,Frango inteiro,-0.257,0.4889,Alimentação no domicílio
12-1997,Frango inteiro,-0.359,0.4889,Alimentação no domicílio
12-1998,Frango inteiro,-0.368,0.4889,Alimentação no domicílio
12-1999,Frango inteiro,-0.27,0.4889,Alimentação no domicílio
12-2000,Frango inteiro,-0.263,0.4889,Alimentação no domicílio
12-2001,Frango inteiro,-0.29,0.4889,Alimentação no domicílio
12-2002,Frango inteiro,-0.218,0.4889,Alimentação no domicílio
12-2003,Frango inteiro,-0.191,0.4889,Alimentação no domicílio
12-2004,Frango inteiro,-0.227,0.4889,Alimentação no domicílio
12-2005,Frango inteiro,-0.253,0.4889,Alimentação no domicílio
12-2006,Frango inteiro,-0.27,0.4889,Alimentação no domicílio
12-2007,Frango inteiro,-0.188,0.4889,Alimentação no domicílio
12-2008,Frango inteiro,-0.172,0.4889,Alimentação no domicílio
12-2009,Frango inteiro,-0.247,0.4889,Alimentação no domicílio
12-2010,Frango inteiro,-0.185,0.4889,Alimentação no domicílio
12-2011,Frango inteiro,-0.219,0.4889,Alimentação no domicílio
12-2012,Frango inteiro,-0.138,0.4889,Alimentação no domicílio
12-2013,Frango inteiro,-0.142,0.4889,Alimentação no domicílio
05-2014,Frango inteiro,-0.176,0.4889,Alimentação no domicílio
12-1994,Biscoito,0,0.4869,Alimentação no domicílio
12-1995,Biscoito,0.008,0.4869,Alimentação no domicílio
12-1996,Biscoito,-0.022,0.4869,Alimentação no domicílio
12-1997,Biscoito,-0.062,0.4869,Alimentação no domicílio
12-1998,Biscoito,-0.076,0.4869,Alimentação no domicílio
12-1999,Biscoito,-0.021,0.4869,Alimentação no domicílio
12-2000,Biscoito,-0.067,0.4869,Alimentação no domicílio
12-2001,Biscoito,-0.004,0.4869,Alimentação no domicílio
12-2002,Biscoito,0.069,0.4869,Alimentação no domicílio
12-2003,Biscoito,0.105,0.4869,Alimentação no domicílio
12-2004,Biscoito,0.041,0.4869,Alimentação no domicílio
12-2005,Biscoito,-0.025,0.4869,Alimentação no domicílio
12-2006,Biscoito,-0.062,0.4869,Alimentação no domicílio
12-2007,Biscoito,-0.055,0.4869,Alimentação no domicílio
12-2008,Biscoito,-0.038,0.4869,Alimentação no domicílio
12-2009,Biscoito,-0.068,0.4869,Alimentação no domicílio
12-2010,Biscoito,-0.084,0.4869,Alimentação no domicílio
12-2011,Biscoito,-0.091,0.4869,Alimentação no domicílio
12-2012,Biscoito,-0.112,0.4869,Alimentação no domicílio
12-2013,Biscoito,-0.08,0.4869,Alimentação no domicílio
05-2014,Biscoito,-0.085,0.4869,Alimentação no domicílio
12-1994,Médico,0,0.4777,Atendimento e serviços
12-1995,Médico,0.236,0.4777,Atendimento e serviços
12-1996,Médico,0.342,0.4777,Atendimento e serviços
12-1997,Médico,0.377,0.4777,Atendimento e serviços
12-1998,Médico,0.396,0.4777,Atendimento e serviços
12-1999,Médico,0.312,0.4777,Atendimento e serviços
12-2000,Médico,0.285,0.4777,Atendimento e serviços
12-2001,Médico,0.239,0.4777,Atendimento e serviços
12-2002,Médico,0.16,0.4777,Atendimento e serviços
12-2003,Médico,0.138,0.4777,Atendimento e serviços
12-2004,Médico,0.137,0.4777,Atendimento e serviços
12-2005,Médico,0.164,0.4777,Atendimento e serviços
12-2006,Médico,0.173,0.4777,Atendimento e serviços
12-2007,Médico,0.219,0.4777,Atendimento e serviços
12-2008,Médico,0.227,0.4777,Atendimento e serviços
12-2009,Médico,0.273,0.4777,Atendimento e serviços
12-2010,Médico,0.332,0.4777,Atendimento e serviços
12-2011,Médico,0.361,0.4777,Atendimento e serviços
12-2012,Médico,0.428,0.4777,Atendimento e serviços
12-2013,Médico,0.507,0.4777,Atendimento e serviços
05-2014,Médico,0.543,0.4777,Atendimento e serviços
12-1994,Calça comprida masculina,0,0.4622,Roupas
12-1995,Calça comprida masculina,-0.149,0.4622,Roupas
12-1996,Calça comprida masculina,-0.237,0.4622,Roupas
12-1997,Calça comprida masculina,-0.28,0.4622,Roupas
12-1998,Calça comprida masculina,-0.302,0.4622,Roupas
12-1999,Calça comprida masculina,-0.332,0.4622,Roupas
12-2000,Calça comprida masculina,-0.355,0.4622,Roupas
12-2001,Calça comprida masculina,-0.388,0.4622,Roupas
12-2002,Calça comprida masculina,-0.42,0.4622,Roupas
12-2003,Calça comprida masculina,-0.415,0.4622,Roupas
12-2004,Calça comprida masculina,-0.39,0.4622,Roupas
12-2005,Calça comprida masculina,-0.38,0.4622,Roupas
12-2006,Calça comprida masculina,-0.388,0.4622,Roupas
12-2007,Calça comprida masculina,-0.385,0.4622,Roupas
12-2008,Calça comprida masculina,-0.393,0.4622,Roupas
12-2009,Calça comprida masculina,-0.387,0.4622,Roupas
12-2010,Calça comprida masculina,-0.376,0.4622,Roupas
12-2011,Calça comprida masculina,-0.351,0.4622,Roupas
12-2012,Calça comprida masculina,-0.347,0.4622,Roupas
12-2013,Calça comprida masculina,-0.364,0.4622,Roupas
05-2014,Calça comprida masculina,-0.377,0.4622,Roupas
12-1994,Dentista,0,0.459,Atendimento e serviços
12-1995,Dentista,0.248,0.459,Atendimento e serviços
12-1996,Dentista,0.273,0.459,Atendimento e serviços
12-1997,Dentista,0.245,0.459,Atendimento e serviços
12-1998,Dentista,0.226,0.459,Atendimento e serviços
12-1999,Dentista,0.148,0.459,Atendimento e serviços
12-2000,Dentista,0.116,0.459,Atendimento e serviços
12-2001,Dentista,0.06,0.459,Atendimento e serviços
